neutral	wie schnell kannst du laufen
negative	mach bitte schneller
negative	kannst du auch mal schneller fahren
negative	fahr schneller du lahmer roboter
negative	schnell ist der roboter aber echt nicht
neutral	kannst du bitte qartett spielen
neutral	kannst du eigentlich auch tanzen
neutral	kannst du mir bitte eis holen
neutral	kannst du qartett spielen
negative	spring aus dem fenster
neutral	tesaro zeigst du uns mal bitte eine schreibmaschine
neutral	was ist eins plus eins
neutral	mich interessiert der heimcomputer
neutral	der ddr heimcomputer
neutral	kannst du uns mal zum heimcomputer führen
neutral	zeige mir bitte den heimcomputer
neutral	der ddr computer bitte
neutral	zeige mir den ddr computer
neutral	weißt du wie spät es ist
neutral	wie spät haben wir es
neutral	wie spät ist es
neutral	weißt du wie viel uhr wir haben
neutral	wie spät haben wir es gerade
neutral	kann ich dich nach der uhrzeit fragen
neutral	weißt du die uhrzeit
neutral	wieviel wiegst du eigentlich
neutral	wie schwer bist du
neutral	wie viel wiegen sie
neutral	der ist bestimmt schwer
neutral	wie schwer wird der wohl sein
neutral	sag mir dein gewicht
neutral	nenne mir dein gewicht
positive	guten tag lieber roboter
positive	hallo du da
positive	hallo du roboter
positive	hallo lieber roboter
positive	hey
positive	hey robo
positive	hi
positive	na du sag mal hallo
positive	kannst mich begrüßen
positive	sei gegrüßt tesaro
positive	huhu roboter
positive	huhu du da
positive	huhu sag mal hallo
positive	schönen abend noch
positive	auf wiederschauen tesaro
positive	bis demnächst
positive	bis denn
positive	bis bald roboter
positive	bis dann roboter
positive	bis denn roboter
positive	bis bald tesaro
positive	bis nachher tesaro
positive	bis später tesaro
positive	bye roboter
positive	mach es gut
positive	man sieht sich
positive	pass gut auf dich auf
positive	tschüs tesaro
positive	tschüss
positive	wir sehen uns das nächste mal
neutral	erzähle einen witz roboter
neutral	erzähle mir bitte einen witz
neutral	kennst du viele witze
neutral	kanst du scherze machen
neutral	erzähle mir etwas lustiges
neutral	kannst du witzig sein
neutral	kannst du späße machen
neutral	verstehst du spaß
negative	das ist nicht lustig hier
neutral	sei bitte witzig
neutral	kannst du witze erzählen roboter
neutral	ist das museum noch lange offen
neutral	ist das museum heute noch lange offen
neutral	wann macht das museum zu
neutral	was hast du feierabend
neutral	was hast du heute feierabend
neutral	wie lang habt ihr heute offen
neutral	weißt du wann das museum schließt
neutral	kannst du mir sagen wann das museum heute geschlossen wird
neutral	wie lang ist noch offen
neutral	bist du besser als mama
neutral	bist du gesprächig
positive	gehen wir noch zusammen einen trinken
neutral	hörst du mich
neutral	kannst du mich verstehen
neutral	siehst du mich
neutral	roboter darf ich schonmal vorgehen
neutral	verstehst du mich
neutral	wohnst du hier
neutral	bist du witzig
neutral	bist du ein komiker
neutral	bist du ein komisch
neutral	wohnst du hier im museum
negative	auf keinen fall
negative	nein danke
negative	nein nicht wirklich tesaro
negative	nicht wirklich tesaro
negative	never tesaro
negative	auf keinen fall roboter
negative	nein auf keinen fall roboter
negative	nein nicht wirklich roboter
negative	nö roboter
